user_id,age,gender,region,subscription,device_type,nb_devices_used,time_on_platform,nb_sessions,avg_session_duration,premium_months,nb_friends,nb_groups,nb_pages_followed,nb_events_participated,nb_searches,nb_notifications_opened,nb_saved_posts,nb_reports,nb_blocked_users,photos_posted,videos_posted,stories_posted,travels_shared,countries_visited,likes,shares,comments_written,reactions_given,reactions_received,messages_sent,messages_received,ads_clicked,video_views,engagement_score,churn_risk,satisfaction,geo_lat,geo_lon
704.0,48.0,AUTRE,AFRIQUE,PREMIUM,MOBILE,3.0,92.0,25.0,3.629010739098428,31.0,138.0,4.0,20.0,3.0,57.0,77.0,10.0,1.0,0.0,19.0,8.0,13.0,4.0,9.0,215.0,4.0,25.0,97.0,116.0,47.0,64.0,19.0,699.0,94.65,0.9815099096305666,1.0,14.49717094315317,35.47647266576919
706.0,44.0,AUTRE,AFRIQUE,PREMIUM,MOBILE,2.0,49.0,27.0,3.350307301532942,24.0,182.0,8.0,18.0,2.0,54.0,73.0,13.0,0.0,0.0,17.0,4.0,10.0,0.0,4.0,196.0,4.0,22.0,117.0,136.0,49.0,70.0,17.0,439.0,96.64,0.5752555021808976,2.0,14.01159624725333,39.39002004789582
707.0,30.0,F,AMERIQUE,FREE,TABLET,1.0,15.0,36.0,5.895031078337041,0.0,147.0,5.0,19.0,30.0,48.0,77.0,6.0,0.0,0.0,17.0,6.0,7.0,1.0,13.0,179.0,5.0,34.0,92.0,104.0,46.0,53.0,14.0,70.0,86.05,0.2248271531073978,1.0,14.55773824976201,35.073518218156
713.0,56.0,AUTRE,AFRIQUE,FREE,MOBILE,1.0,115.0,26.0,56.15499539035597,0.0,144.0,11.0,15.0,2.0,51.0,71.0,10.0,1.0,0.0,18.0,5.0,11.0,2.0,11.0,245.0,4.0,15.0,112.0,132.0,31.0,42.0,21.0,462.0,103.15,0.0028685612393786,5.0,14.80933866114903,38.1854548759537
715.0,57.0,H,ASIE,PREMIUM,MOBILE,1.0,74.0,28.0,5.006385222989147,9.0,172.0,6.0,24.0,3.0,54.0,78.0,11.0,1.0,0.0,30.0,9.0,7.0,7.0,14.0,367.0,7.0,11.0,97.0,115.0,35.0,44.0,21.0,1.0,121.76,0.4954062886294859,5.0,14.58563477629507,35.80254789682192
719.0,58.0,AUTRE,AMERIQUE,FREE,MOBILE,3.0,16.0,33.0,5.437331727167395,0.0,138.0,5.0,17.0,3.0,49.0,79.0,11.0,1.0,0.0,23.0,9.0,8.0,7.0,16.0,276.0,3.0,20.0,107.0,122.0,40.0,51.0,14.0,652.0,107.76,0.38848674960817,3.0,14.79853915441091,38.21247501960816
724.0,40.0,H,EUROPE,FREE,MOBILE,1.0,61.0,24.0,3.78415098273961,0.0,152.0,5.0,19.0,3.0,54.0,88.0,9.0,0.0,1.0,17.0,8.0,17.0,2.0,18.0,280.0,8.0,14.0,92.0,113.0,36.0,47.0,18.0,297.0,103.91,0.2476456112952469,2.0,14.57352359527043,43.39572099335924
725.0,26.0,F,AFRIQUE,FREE,DESKTOP,1.0,14.0,1.0,3.796795697010257,0.0,128.0,11.0,12.0,2.0,61.0,80.0,17.0,0.0,0.0,14.0,5.0,11.0,5.0,14.0,234.0,5.0,18.0,89.0,113.0,41.0,50.0,11.0,0.0,95.31,0.5922697238598816,5.0,14.30113368056578,44.61704446852654
729.0,63.0,H,AMERIQUE,FREE,MOBILE,2.0,220.0,28.0,3.508637130430203,0.0,152.0,7.0,14.0,2.0,56.0,78.0,10.0,0.0,0.0,23.0,3.0,7.0,2.0,18.0,306.0,4.0,18.0,100.0,123.0,39.0,47.0,25.0,795.0,113.83,0.3913139348718881,4.0,15.20031607404698,38.88433870094981
730.0,30.0,H,ASIE,PREMIUM,MOBILE,1.0,31.0,350.0,5.063598801147063,33.0,176.0,5.0,22.0,1.0,54.0,71.0,10.0,0.0,0.0,14.0,7.0,14.0,3.0,3.0,149.0,4.0,32.0,105.0,124.0,43.0,51.0,15.0,236.0,85.97,0.1171060386617393,5.0,14.37571257016219,47.83162920530839
731.0,29.0,H,ASIE,PREMIUM,TABLET,1.0,16.0,32.0,2.584680394821564,1.0,151.0,4.0,25.0,10.0,58.0,73.0,14.0,0.0,0.0,23.0,3.0,14.0,4.0,14.0,300.0,5.0,18.0,114.0,133.0,28.0,33.0,14.0,185.0,116.17,0.314436549323582,2.0,14.7230150865815,37.73214524976666
734.0,63.0,F,ASIE,FREE,MOBILE,3.0,9.0,33.0,5.008315002741615,0.0,161.0,4.0,16.0,1.0,48.0,77.0,12.0,0.0,1.0,20.0,6.0,17.0,1.0,12.0,261.0,9.0,26.0,98.0,119.0,44.0,54.0,12.0,798.0,106.2,0.7403295265915247,1.0,14.52451248403084,41.02140602110155
743.0,35.0,F,ASIE,FREE,TABLET,3.0,69.0,22.0,5.502001407460131,0.0,136.0,6.0,16.0,1.0,46.0,86.0,10.0,0.0,1.0,14.0,0.0,8.0,7.0,8.0,178.0,8.0,23.0,100.0,121.0,33.0,41.0,19.0,416.0,88.35,0.9226541731300358,3.0,15.07518124766064,45.8806642353421
744.0,37.0,F,EUROPE,PREMIUM,MOBILE,1.0,38.0,42.0,4.228377006129947,2.0,145.0,10.0,21.0,2.0,46.0,103.0,10.0,0.0,0.0,24.0,6.0,9.0,1.0,7.0,285.0,4.0,27.0,110.0,135.0,39.0,53.0,17.0,43.0,116.68,0.2019978458924487,5.0,14.27244464401556,49.17780305342733
745.0,58.0,F,EUROPE,PREMIUM,TABLET,2.0,105.0,24.0,4.692340954280318,7.0,154.0,9.0,17.0,1.0,45.0,73.0,11.0,0.0,0.0,16.0,7.0,8.0,2.0,12.0,199.0,6.0,19.0,99.0,118.0,36.0,48.0,23.0,706.0,90.15,0.1200495698268269,5.0,14.65689833851632,43.74875028616623
749.0,49.0,AUTRE,ASIE,FREE,DESKTOP,3.0,5.0,350.0,3.289046383226917,0.0,142.0,6.0,18.0,0.0,40.0,89.0,8.0,0.0,0.0,21.0,8.0,14.0,5.0,9.0,269.0,7.0,17.0,98.0,116.0,43.0,56.0,8.0,500.0,103.57,0.1371402960512662,1.0,14.53271120485837,53.36064474954887
750.0,25.0,H,AMERIQUE,FREE,TABLET,1.0,54.0,37.0,5.716111624296182,0.0,130.0,9.0,22.0,3.0,47.0,72.0,13.0,0.0,0.0,18.0,7.0,7.0,2.0,19.0,206.0,2.0,28.0,107.0,0.0,41.0,50.0,18.0,271.0,99.53,0.0176846549033367,4.0,13.46256580439222,46.89881241820274
752.0,21.0,F,AFRIQUE,FREE,TABLET,2.0,52.0,41.0,1.3074472169903,0.0,149.0,4.0,18.0,4.0,42.0,84.0,9.0,2.0,0.0,17.0,9.0,6.0,2.0,8.0,206.0,8.0,30.0,83.0,99.0,37.0,52.0,16.0,0.0,88.91,0.0219015477638941,3.0,20.7625806829312,81.4104254091305
756.0,30.0,H,AFRIQUE,FREE,MOBILE,3.0,108.0,25.0,5.476320913871314,0.0,158.0,5.0,22.0,2.0,50.0,89.0,12.0,0.0,0.0,17.0,2.0,12.0,2.0,11.0,244.0,5.0,15.0,101.0,121.0,37.0,47.0,21.0,357.0,99.19,0.70742799211036,2.0,20.7310442515431,23.59888097134937
758.0,27.0,F,AMERIQUE,FREE,TABLET,1.0,40.0,34.0,5.538021961793722,0.0,148.0,4.0,23.0,0.0,59.0,103.0,9.0,0.0,0.0,20.0,4.0,16.0,3.0,7.0,283.0,3.0,20.0,97.0,116.0,41.0,51.0,17.0,205.0,107.13,0.8676218837252124,4.0,20.25654515115541,44.92292005402974
759.0,49.0,F,ASIE,FREE,DESKTOP,3.0,41.0,23.0,2.828889423197541,0.0,135.0,4.0,23.0,2.0,49.0,68.0,15.0,1.0,1.0,29.0,2.0,10.0,1.0,9.0,412.0,3.0,21.0,99.0,119.0,46.0,53.0,17.0,545.0,135.61,0.0074152998013913,5.0,20.07482272758675,72.87861466404593
760.0,43.0,AUTRE,ASIE,FREE,TABLET,1.0,66.0,28.0,5.782443959597908,0.0,146.0,3.0,19.0,1.0,52.0,82.0,11.0,0.0,0.0,21.0,7.0,6.0,2.0,15.0,258.0,6.0,5.0,108.0,137.0,47.0,54.0,19.0,124.0,104.43,0.0383019336946042,4.0,21.35504612567289,8.364846169859222
764.0,50.0,AUTRE,AFRIQUE,FREE,MOBILE,1.0,183.0,27.0,5.68814085687372,0.0,152.0,6.0,24.0,3.0,47.0,86.0,11.0,0.0,0.0,26.0,4.0,12.0,3.0,4.0,320.0,4.0,21.0,96.0,117.0,40.0,47.0,25.0,504.0,115.69,0.5768430361292461,5.0,21.61075218555287,63.92531376874964
765.0,49.0,AUTRE,EUROPE,FREE,MOBILE,3.0,49.0,24.0,2.881870668965954,0.0,153.0,7.0,31.0,3.0,55.0,81.0,12.0,0.0,0.0,22.0,4.0,4.0,3.0,7.0,310.0,5.0,9.0,80.0,95.0,35.0,47.0,0.0,365.0,101.91,0.5406263209577642,1.0,21.06862604914436,89.77407537663105
769.0,40.0,F,ASIE,FREE,DESKTOP,3.0,3.0,36.0,4.990019516875583,0.0,139.0,6.0,18.0,2.0,51.0,91.0,8.0,0.0,0.0,22.0,10.0,14.0,8.0,17.0,302.0,4.0,14.0,110.0,134.0,31.0,45.0,6.0,354.0,115.48,0.6257250603388208,1.0,21.74200310134675,88.65075940635204
771.0,52.0,H,AMERIQUE,FREE,MOBILE,2.0,185.0,28.0,5.472886139886761,0.0,143.0,4.0,10.0,1.0,38.0,92.0,9.0,0.0,1.0,21.0,5.0,17.0,2.0,3.0,278.0,7.0,1.0,111.0,130.0,38.0,48.0,22.0,459.0,109.68,0.45818212526041,5.0,19.56195893087528,50.99982222506909
772.0,60.0,H,EUROPE,FREE,DESKTOP,1.0,16.0,35.0,6.13386808003447,0.0,148.0,5.0,19.0,5.0,52.0,83.0,11.0,0.0,0.0,24.0,3.0,9.0,4.0,18.0,290.0,3.0,10.0,110.0,126.0,43.0,54.0,12.0,704.0,108.7,0.8346125194196602,1.0,21.8318068961021,41.91028186241483
777.0,41.0,H,EUROPE,PREMIUM,MOBILE,1.0,8.0,31.0,5.112040261756257,2.0,156.0,2.0,21.0,1.0,63.0,78.0,10.0,0.0,0.0,20.0,5.0,13.0,2.0,13.0,236.0,2.0,16.0,107.0,133.0,37.0,48.0,11.0,359.0,101.75,0.181283481951946,1.0,20.48811771539596,36.39765020361853
780.0,33.0,F,ASIE,FREE,DESKTOP,2.0,3.0,24.0,4.934986622463475,0.0,167.0,5.0,18.0,0.0,48.0,76.0,9.0,0.0,0.0,25.0,1.0,8.0,5.0,3.0,310.0,6.0,16.0,120.0,146.0,40.0,53.0,4.0,0.0,122.24,0.5819575748187389,3.0,21.73412815838751,79.43204600276822
783.0,62.0,F,AFRIQUE,PREMIUM,MOBILE,1.0,46.0,29.0,4.237465602320939,30.0,157.0,10.0,16.0,3.0,38.0,73.0,13.0,0.0,0.0,27.0,2.0,9.0,1.0,2.0,312.0,3.0,21.0,93.0,111.0,28.0,34.0,18.0,913.0,111.81,0.8162681531932182,3.0,20.61958510994911,58.02540668610599
785.0,36.0,H,AFRIQUE,FREE,DESKTOP,1.0,76.0,21.0,5.584800192388433,0.0,152.0,4.0,19.0,0.0,51.0,78.0,6.0,0.0,0.0,22.0,6.0,18.0,6.0,0.0,274.0,4.0,12.0,90.0,106.0,54.0,62.0,18.0,85.0,99.12,0.884422006513058,1.0,19.79312951266633,53.56397379053184
790.0,43.0,AUTRE,ASIE,FREE,DESKTOP,2.0,1.0,26.0,4.872382852735132,0.0,146.0,3.0,21.0,3.0,52.0,76.0,11.0,0.0,0.0,16.0,4.0,7.0,2.0,13.0,243.0,4.0,17.0,85.0,99.0,34.0,43.0,3.0,502.0,91.86,0.79074516550315,2.0,20.06665801819225,1.0
792.0,46.0,AUTRE,EUROPE,PREMIUM,DESKTOP,2.0,328.0,24.0,6.497974157913153,19.0,159.0,6.0,23.0,2.0,44.0,76.0,0.0,0.0,0.0,16.0,6.0,16.0,5.0,11.0,236.0,3.0,12.0,105.0,118.0,33.0,40.0,25.0,372.0,95.23999999999998,1.0,1.0,19.9757873691533,42.61649613488381
793.0,38.0,H,ASIE,FREE,TABLET,2.0,0.0,37.0,5.555089848154896,0.0,165.0,1.0,17.0,0.0,56.0,76.0,9.0,0.0,0.0,16.0,4.0,7.0,1.0,14.0,218.0,4.0,21.0,109.0,132.0,41.0,53.0,0.0,190.0,99.52,0.7523799037507185,1.0,22.06940889320082,1.645254347246728
794.0,55.0,H,EUROPE,FREE,MOBILE,2.0,70.0,36.0,6.129542446551213,0.0,175.0,3.0,17.0,3.0,61.0,90.0,10.0,1.0,3.0,18.0,4.0,8.0,6.0,1.0,219.0,6.0,25.0,96.0,113.0,38.0,48.0,18.0,425.0,94.64,0.7977815877451719,1.0,21.75910429373017,34.85537017167956
795.0,48.0,H,EUROPE,FREE,MOBILE,3.0,39.0,36.0,5.384491563474972,0.0,147.0,4.0,22.0,0.0,56.0,81.0,5.0,1.0,0.0,18.0,4.0,9.0,3.0,0.0,192.0,5.0,15.0,105.0,1.0,38.0,44.0,17.0,0.0,88.27,0.5201189182272994,1.0,21.02710910998324,32.91280223914816
796.0,63.0,H,AMERIQUE,FREE,DESKTOP,2.0,102.0,31.0,5.347394815222838,0.0,146.0,3.0,26.0,1.0,50.0,84.0,12.0,0.0,0.0,24.0,8.0,18.0,1.0,4.0,303.0,3.0,15.0,88.0,103.0,28.0,42.0,21.0,972.0,105.08,0.2165792863976592,5.0,20.20707407271771,83.31277690408933
797.0,52.0,F,AFRIQUE,FREE,TABLET,3.0,194.0,31.0,6.265391875349415,0.0,147.0,3.0,19.0,2.0,44.0,80.0,11.0,0.0,0.0,16.0,6.0,9.0,4.0,8.0,257.0,5.0,22.0,116.0,137.0,21.0,30.0,24.0,529.0,109.9,0.1873892953964892,4.0,21.45437845586743,53.97697491351776
798.0,25.0,H,AMERIQUE,PREMIUM,MOBILE,3.0,5.0,33.0,5.68534042604262,1.0,135.0,3.0,26.0,1.0,51.0,75.0,7.0,0.0,0.0,15.0,2.0,11.0,1.0,15.0,208.0,8.0,17.0,117.0,134.0,36.0,45.0,9.0,291.0,97.16,0.1858261880270923,4.0,20.13199458551878,17.82665140936191
800.0,42.0,AUTRE,ASIE,PREMIUM,MOBILE,3.0,15.0,24.0,5.962698522954165,11.0,156.0,8.0,26.0,0.0,37.0,93.0,10.0,0.0,0.0,11.0,7.0,6.0,1.0,5.0,145.0,6.0,19.0,96.0,115.0,54.0,63.0,11.0,172.0,77.75999999999999,0.2981552564405721,4.0,20.86243431495278,2.146499570101442
803.0,23.0,AUTRE,AMERIQUE,FREE,DESKTOP,3.0,42.0,33.0,3.965497353346122,0.0,149.0,2.0,21.0,2.0,52.0,87.0,14.0,0.0,0.0,14.0,6.0,18.0,6.0,10.0,181.0,1.0,18.0,118.0,142.0,39.0,55.0,15.0,152.0,93.93,0.2255448659373913,5.0,20.89222627766438,82.66160622569105
807.0,22.0,AUTRE,AFRIQUE,FREE,TABLET,1.0,27.0,22.0,7.157005662343738,0.0,161.0,1.0,11.0,2.0,56.0,70.0,13.0,1.0,0.0,25.0,4.0,8.0,4.0,11.0,304.0,6.0,17.0,107.0,123.0,40.0,45.0,14.0,239.0,113.27,0.8058957840737278,3.0,20.34796183322081,17.55659866348984
808.0,40.0,H,AFRIQUE,FREE,TABLET,1.0,16.0,30.0,5.913564006153766,0.0,138.0,6.0,17.0,1.0,53.0,82.0,13.0,0.0,0.0,23.0,6.0,14.0,3.0,9.0,290.0,1.0,18.0,91.0,116.0,48.0,60.0,11.0,246.0,107.72,0.7894341828098603,2.0,21.54308502654358,12.38970008332985
811.0,43.0,AUTRE,EUROPE,PREMIUM,DESKTOP,1.0,116.0,30.0,4.951005746026148,30.0,165.0,2.0,16.0,2.0,54.0,85.0,14.0,1.0,0.0,25.0,5.0,11.0,4.0,18.0,305.0,5.0,12.0,82.0,95.0,39.0,46.0,23.0,510.0,101.88,0.9360121405251768,4.0,20.95477357377939,41.17034487969255
813.0,33.0,H,AFRIQUE,FREE,TABLET,1.0,17.0,33.0,4.308135387872444,0.0,157.0,4.0,19.0,2.0,43.0,71.0,17.0,0.0,0.0,1.0,5.0,14.0,5.0,8.0,263.0,3.0,16.0,104.0,123.0,36.0,49.0,13.0,400.0,104.02,0.7760238013601097,4.0,19.64039098365844,33.15022286381124
815.0,60.0,AUTRE,AMERIQUE,PREMIUM,DESKTOP,3.0,5.0,26.0,3.854226017030031,3.0,173.0,4.0,17.0,4.0,53.0,91.0,9.0,0.0,0.0,25.0,4.0,17.0,5.0,12.0,299.0,6.0,18.0,105.0,131.0,29.0,42.0,7.0,815.0,115.36,0.0774097733043807,2.0,21.25498788638659,41.38419249771237
818.0,41.0,H,AMERIQUE,FREE,MOBILE,3.0,63.0,28.0,1.76575330188997,0.0,158.0,9.0,27.0,2.0,44.0,78.0,10.0,0.0,0.0,24.0,5.0,8.0,5.0,8.0,333.0,6.0,21.0,108.0,123.0,37.0,48.0,19.0,291.0,120.72,0.8665065200606241,3.0,22.30932912027395,30.50589999095782
819.0,62.0,H,EUROPE,FREE,TABLET,2.0,9.0,32.0,5.445829602799293,0.0,137.0,8.0,24.0,0.0,54.0,86.0,12.0,0.0,0.0,23.0,5.0,8.0,0.0,12.0,276.0,3.0,15.0,92.0,111.0,39.0,48.0,10.0,713.0,102.21,0.0081308271852591,4.0,22.22471269824764,34.2323730880638
820.0,34.0,H,AFRIQUE,PREMIUM,DESKTOP,1.0,45.0,22.0,8.136721211439877,24.0,144.0,6.0,17.0,2.0,54.0,76.0,8.0,0.0,0.0,23.0,9.0,5.0,3.0,10.0,330.0,3.0,11.0,108.0,123.0,40.0,51.0,16.0,356.0,116.39,0.7515290444758533,4.0,23.15959612091062,30.25424681792454
827.0,45.0,AUTRE,EUROPE,FREE,TABLET,3.0,9.0,34.0,3.551217778122321,0.0,165.0,4.0,33.0,2.0,54.0,77.0,0.0,0.0,0.0,24.0,2.0,8.0,3.0,16.0,266.0,7.0,28.0,100.0,118.0,37.0,49.0,9.0,519.0,107.38,0.2398179289413543,5.0,20.08047565819936,45.88376394273227
829.0,48.0,F,ASIE,PREMIUM,MOBILE,1.0,82.0,37.0,5.633822107455589,6.0,142.0,3.0,20.0,0.0,42.0,84.0,10.0,0.0,1.0,21.0,4.0,7.0,1.0,9.0,233.0,2.0,27.0,94.0,113.0,32.0,41.0,18.0,374.0,97.86,0.4831918261118426,4.0,21.22225798668138,1.191815353195027
832.0,31.0,AUTRE,EUROPE,FREE,MOBILE,2.0,9.0,35.0,5.741147725833576,0.0,126.0,5.0,18.0,2.0,49.0,75.0,9.0,0.0,0.0,20.0,6.0,8.0,4.0,18.0,255.0,1.0,25.0,105.0,120.0,43.0,48.0,9.0,85.0,104.15,0.734487010530005,4.0,21.05848518679854,5.852638527823687
833.0,44.0,AUTRE,EUROPE,PREMIUM,TABLET,3.0,20.0,31.0,7.170055212965493,34.0,151.0,4.0,19.0,1.0,38.0,70.0,16.0,0.0,1.0,19.0,5.0,7.0,5.0,5.0,269.0,5.0,22.0,103.0,121.0,47.0,55.0,15.0,57.0,106.82,0.980546189829242,5.0,21.94202557093977,68.55981699765924
836.0,25.0,H,EUROPE,FREE,TABLET,2.0,53.0,33.0,6.099963575959908,0.0,149.0,1.0,21.0,2.0,40.0,76.0,15.0,0.0,0.0,20.0,2.0,11.0,5.0,10.0,237.0,4.0,27.0,112.0,0.0,45.0,56.0,18.0,221.0,103.1,0.0152881702337429,1.0,21.48191326857066,57.33703530470402
837.0,49.0,F,AMERIQUE,PREMIUM,MOBILE,2.0,31.0,26.0,6.256994048977225,11.0,160.0,7.0,16.0,1.0,49.0,68.0,14.0,1.0,1.0,12.0,3.0,8.0,7.0,9.0,174.0,5.0,16.0,87.0,108.0,40.0,48.0,14.0,592.0,80.28,0.0823186638994997,4.0,22.15142312590947,39.29513855132438
840.0,59.0,H,EUROPE,PREMIUM,MOBILE,3.0,22.0,34.0,3.752803355270602,8.0,143.0,5.0,16.0,1.0,50.0,86.0,9.0,0.0,0.0,14.0,3.0,8.0,6.0,17.0,197.0,6.0,22.0,97.0,115.0,28.0,32.0,15.0,799.0,89.69999999999999,0.8011283692295862,5.0,21.58859099934453,91.72406713375578
841.0,28.0,F,EUROPE,FREE,TABLET,3.0,13.0,30.0,6.535756118359119,0.0,137.0,8.0,21.0,5.0,48.0,69.0,14.0,1.0,0.0,21.0,1.0,8.0,3.0,9.0,266.0,4.0,24.0,96.0,121.0,46.0,55.0,11.0,307.0,106.77,0.1329337741098892,1.0,21.44072182239615,53.36922074952589
842.0,56.0,F,AMERIQUE,PREMIUM,TABLET,1.0,54.0,26.0,6.021179784801729,11.0,165.0,3.0,19.0,1.0,51.0,81.0,8.0,0.0,0.0,16.0,5.0,9.0,6.0,18.0,228.0,5.0,14.0,96.0,122.0,37.0,48.0,19.0,641.0,95.84,0.1364127460046539,2.0,19.91418447121199,35.15497373091028
848.0,48.0,F,AFRIQUE,FREE,DESKTOP,1.0,20.0,29.0,5.275302510988306,0.0,159.0,6.0,20.0,4.0,30.0,82.0,21.0,0.0,0.0,27.0,6.0,12.0,4.0,0.0,350.0,3.0,10.0,92.0,112.0,35.0,50.0,14.0,446.0,116.4,0.9929274683050028,3.0,22.119756120658,13.32960847394599
850.0,24.0,H,ASIE,PREMIUM,DESKTOP,2.0,85.0,35.0,4.900131583242984,2.0,147.0,1.0,16.0,1.0,60.0,89.0,16.0,0.0,0.0,27.0,8.0,14.0,7.0,15.0,321.0,2.0,19.0,101.0,121.0,36.0,40.0,20.0,54.0,116.42,0.3031351771862709,5.0,20.21506054831289,26.23085538502608
852.0,57.0,AUTRE,ASIE,FREE,MOBILE,3.0,69.0,28.0,4.18070195278773,0.0,135.0,5.0,14.0,1.0,43.0,77.0,14.0,0.0,0.0,18.0,1.0,11.0,1.0,15.0,265.0,2.0,6.0,76.0,101.0,42.0,55.0,18.0,770.0,93.24,0.1545888332255414,4.0,21.63427881978015,77.99902338574677
854.0,60.0,F,ASIE,FREE,TABLET,3.0,46.0,39.0,5.299421681086569,0.0,159.0,4.0,12.0,1.0,60.0,81.0,5.0,0.0,0.0,21.0,6.0,7.0,7.0,19.0,252.0,3.0,20.0,109.0,124.0,27.0,34.0,0.0,762.0,103.42,0.4890662920361304,4.0,19.97466972360802,61.33938705571242
855.0,41.0,H,AMERIQUE,PREMIUM,MOBILE,2.0,12.0,42.0,4.729962572210415,4.0,164.0,11.0,26.0,2.0,50.0,100.0,5.0,0.0,0.0,18.0,6.0,9.0,4.0,160.0,254.0,4.0,31.0,109.0,125.0,31.0,39.0,13.0,480.0,108.03,0.4233379877797231,2.0,19.53574434551616,92.6548220129602
856.0,55.0,F,ASIE,FREE,MOBILE,10.0,15.0,32.0,4.606511333694121,0.0,146.0,2.0,9.0,3.0,51.0,89.0,9.0,0.0,0.0,21.0,9.0,8.0,3.0,17.0,264.0,2.0,29.0,106.0,126.0,39.0,55.0,13.0,668.0,109.6,0.0882811113384119,2.0,21.11869827172395,92.80000453085356
859.0,19.0,AUTRE,ASIE,FREE,TABLET,2.0,23.0,33.0,4.64709313176792,0.0,151.0,3.0,19.0,4.0,52.0,84.0,12.0,0.0,0.0,15.0,4.0,10.0,3.0,2.0,189.0,6.0,13.0,95.0,118.0,48.0,59.0,14.0,54.0,86.00999999999999,0.2061507304644277,1.0,20.64685732635363,94.22250203494146
862.0,21.0,H,EUROPE,FREE,DESKTOP,1.0,39.0,26.0,5.19368907852153,0.0,176.0,4.0,17.0,1.0,49.0,78.0,8.0,0.0,0.0,26.0,3.0,13.0,2.0,15.0,357.0,1.0,22.0,110.0,126.0,40.0,55.0,15.0,214.0,126.65,0.4393727344922701,5.0,20.22151231678291,89.40434149186365
867.0,20.0,F,AMERIQUE,PREMIUM,MOBILE,1.0,78.0,19.0,6.09957119747172,27.0,141.0,1.0,15.0,0.0,40.0,80.0,14.0,0.0,0.0,19.0,3.0,16.0,3.0,6.0,249.0,4.0,11.0,96.0,1170.0,28.0,34.0,17.0,0.0,97.38,0.1163414167251468,3.0,21.77153187120772,84.84427946043319
868.0,51.0,AUTRE,EUROPE,FREE,TABLET,3.0,136.0,26.0,6.756757109097589,0.0,174.0,9.0,22.0,1.0,40.0,90.0,10.0,0.0,0.0,13.0,6.0,11.0,5.0,7.0,189.0,2.0,7.0,92.0,111.0,34.0,48.0,20.0,223.0,81.12,0.5475841224955343,2.0,20.36607296691173,61.16012318947675
869.0,18.0,H,EUROPE,FREE,TABLET,2.0,166.0,43.0,5.537856164641463,0.0,171.0,7.0,15.0,2.0,39.0,93.0,11.0,0.0,0.0,18.0,3.0,9.0,2.0,2.0,277.0,4.0,21.0,106.0,133.0,45.0,54.0,23.0,130.0,112.26,0.5379182633423579,5.0,22.22488247688165,66.72310825469852
872.0,39.0,H,ASIE,FREE,MOBILE,2.0,15.0,33.0,2.775471420182819,0.0,151.0,8.0,16.0,2.0,56.0,75.0,11.0,0.0,0.0,13.0,7.0,11.0,2.0,13.0,204.0,1.0,15.0,108.0,0.0,52.0,61.0,12.0,93.0,93.19,0.3031799695936842,2.0,21.76614405938191,82.29787946603662
876.0,360.0,H,AMERIQUE,FREE,DESKTOP,2.0,32.0,31.0,6.344172801960484,0.0,157.0,4.0,16.0,2.0,45.0,80.0,11.0,0.0,0.0,20.0,5.0,13.0,3.0,17.0,254.0,9.0,21.0,87.0,111.0,34.0,47.0,14.0,301.0,100.23,0.2263751863891004,2.0,21.72997394971293,84.40379217994894
877.0,61.0,AUTRE,AFRIQUE,FREE,TABLET,1.0,102.0,47.0,4.53899934607471,0.0,162.0,6.0,39.0,0.0,43.0,77.0,13.0,0.0,0.0,20.0,3.0,15.0,4.0,10.0,289.0,4.0,29.0,104.0,122.0,36.0,48.0,19.0,870.0,113.65,0.627922875542197,5.0,20.39050556536743,84.3066141505173
880.0,43.0,F,EUROPE,FREE,MOBILE,1.0,49.0,34.0,1.0,0.0,160.0,2.0,19.0,2.0,37.0,98.0,12.0,0.0,0.0,22.0,4.0,7.0,2.0,8.0,266.0,5.0,15.0,104.0,123.0,37.0,45.0,17.0,361.0,104.51,0.7149850352889856,5.0,21.58621951566258,19.96925870905764
881.0,52.0,H,AMERIQUE,FREE,DESKTOP,2.0,12.0,31.0,3.258049218856311,0.0,169.0,8.0,17.0,3.0,40.0,90.0,10.0,0.0,0.0,16.0,1.0,10.0,2.0,19.0,211.0,7.0,25.0,91.0,106.0,42.0,51.0,11.0,453.0,90.61,0.6177065923420415,1.0,22.40397385839523,69.76700999053219
883.0,64.0,H,EUROPE,FREE,TABLET,3.0,18.0,33.0,5.2505114806008,0.0,165.0,4.0,23.0,2.0,39.0,95.0,6.0,1.0,0.0,18.0,7.0,16.0,1.0,17.0,231.0,4.0,12.0,101.0,115.0,30.0,39.0,13.0,712.0,93.24,0.4634941963454423,3.0,21.96994029564103,81.73380120835778
884.0,59.0,H,AFRIQUE,FREE,DESKTOP,1.0,5.0,23.0,2.478738433885317,0.0,153.0,6.0,18.0,0.0,47.0,78.0,6.0,1.0,0.0,18.0,6.0,13.0,0.0,6.0,231.0,9.0,14.0,105.0,120.0,50.0,64.0,9.0,917.0,96.17,0.1296407528508459,4.0,20.2089960890636,4.556977166844175
885.0,42.0,F,AFRIQUE,FREE,MOBILE,1.0,94.0,36.0,5.354187411126731,0.0,150.0,11.0,22.0,3.0,43.0,85.0,5.0,0.0,0.0,16.0,3.0,16.0,2.0,0.0,227.0,3.0,20.0,121.0,144.0,43.0,50.0,22.0,143.0,105.17,0.9965395827770755,3.0,21.7721826949069,90.89304747025616
